file_name,chunk_id,entity,label
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,0,Ben,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,0,FinTwit,GPE
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,0,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,0,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,0,Twitter and FinTwit,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,0,Ben,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,0,Tegus,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,0,Tegus,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,0,Tegus,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,0,Tegus,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,0,FTX,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,0,Roblox,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,0,DoorDash,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,0,Airbnb,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,0,TSMC,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,0,Universal Music Group,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,0,Taylor Swift,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,0,JFrog,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,0,Spark,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,0,Redpoint,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,0,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,0,Ben,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,0,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,0,10-K Diver,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,0,Ben,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,0,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,0,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,0,Ben,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,0,10-K,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,0,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,0,Morgan Housel,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,0,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,0,Warren Buffett,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,1,Morgan Housel’s,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,1,Warren Buffett’s,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,1,Buffett,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,1,Buffett,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,1,Morgan Housel,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,1,Buffett,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,1,Buffett,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,1,Ben,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,1,Morgan,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,1,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,1,amazing—10-K Diver,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,1,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,1,FinTwit,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,1,CNBC,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,1,10,MONEY
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,1,20,MONEY
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,1,10,MONEY
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,1,YouTube,PRODUCT
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,1,Ben,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,1,Ben,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,2,YouTube,PRODUCT
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,2,Ben,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,2,Ben,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,2,Ben,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,2,Ben,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,2,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,2,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,2,YouTube,PRODUCT
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,2,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,2,FinTwit,GPE
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,2,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,2,Politics Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,2,Ben,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,2,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,2,FinTwit,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,2,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,2,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,2,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,2,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,2,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,2,Robin Hood,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,2,Twitter,PRODUCT
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,2,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,2,Ben,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,2,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,3,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,3,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,3,Lisp and Haskell,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,3,A1,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,3,A2,GPE
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,3,A2,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,3,Excel,PRODUCT
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,3,Ben,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,3,Ben,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,3,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,3,Steven Strogatz,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,3,Infinite Powers,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,3,Isaac Newton,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,3,FinTwit,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,3,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,3,Charlie Munger,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,3,jargon,ORG
